"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
3186,"F",800000,48,"TEC","CAS",138,1,"ARICA",1179928,74373,0,40528,2377,0,1,1,600000,"NO",NA
3187,"F",76000,48,"TEC","SOL",13,16,"ANTOFAGASTA",0,1337977,0,0,14,23673,0,1,6700000,"SI",NA
3188,"M",82300,40,"MED","CAS",55,90,"SANTIAGO",0,79240,98148,157431,56,7337,1323,1,1600000,"NO",NA
3189,"M",61600,40,"MED","CAS",90,92,"SANTIAGO",0,675878,0,4373,31,0,518,2,1200000,"NO",NA
3190,"M",564000,55,"UNV","SOL",20,50,"SAN ESTEBAN",0,150268,0,0,171,0,0,1,1500000,"SI",NA
3191,"M",6000000,42,"MED","CAS",93,103,"SANTIAGO",0,14081,0,11397,240,0,167,2,1200000,"NO",NA
3192,"F",68300,58,"MED","SOL",25,80,"SANTIAGO",1155097,1134913,0,0,818,14835,0,1,1800000,"SI",NA
3193,"F",580000,57,"TEC","VIU",27,226,"CONCEPCION",0,0,0,1439832,0,0,2061,0,2400000,"NO",NA
3194,"F",520000,60,"TEC","SOL",63,300,"CASTRO",0,0,0,0,3,0,0,1,2100000,"NO",NA
3195,"M",86300,41,"UNV","CAS",55,90,"SANTIAGO",0,384217,0,0,43,1567,0,1,5100000,"SI",NA
3196,"M",1106000,35,"UNV","CAS",98,122,"MELIPILLA",0,166907,0,140224,0,5490,353,0,4900000,"SI",NA
3197,"M",800000,51,"MED","CAS",78,182,"LINARES",0,197504,0,0,0,0,1974,0,3800000,"NO",NA
3198,"F",4870000,32,"TEC","SOL",81,59,"QUILLOTA",0,87938,0,0,0,0,0,0,2300000,"NO",NA
3199,"F",48100,32,"TEC","SOL",139,88,"SANTIAGO",0,16042,0,138352,120,0,250,1,4800000,"SI",NA
3200,"M",7300000,40,"UNV","CAS",55,90,"SANTIAGO",461321,370,0,300911,1737,0,497,1,4300000,"NO",NA
3201,"M",2000000,48,"UNV","CAS",31,119,"SANTIAGO",420157,7,0,227135,143,0,467,1,6900000,"SI",NA
3202,"M",58000,55,"MED","CAS",55,90,"SANTIAGO",877730,24223,0,0,1725,0,0,2,1200000,"NO",NA
3203,"M",850000,45,"UNV","CAS",31,119,"SANTIAGO",364534,97842,0,485202,352,0,1316,1,3000000,"NO",NA
3204,"M",6260000,43,"MED","CAS",120,90,"SANTIAGO",175326,17562,0,8176,462,0,104,2,2700000,"NO",NA
3205,"M",850000,45,"UNV","CAS",138,1,"ARICA",142,364589,0,706441,106,0,1085,1,3000000,"NO",NA
3206,"M",65000,44,"UNV","CAS",61,90,"SANTIAGO",0,216528,0,443058,72,0,1982,2,7300000,"NO",NA
3207,"M",66000,45,"MED","CAS",55,90,"SANTIAGO",0,319616,0,508055,541,0,898,3,4800000,"NO",NA
3208,"F",80000,40,"TEC","SOL",92,88,"SANTIAGO",0,65153,0,126151,0,0,166,0,2200000,"SI",NA
3209,"M",777000,47,"UNV","CAS",90,94,"SANTIAGO",0,150290,0,0,39,0,0,1,3200000,"NO",NA
3210,"M",1600000,42,"UNV","SOL",27,226,"CONCEPCION",0,155096,292471,160273,3197,0,537,2,5900000,"NO",NA
3211,"M",7500000,42,"MED","CAS",52,89,"SANTIAGO",0,431732,5202560,0,0,15900,7212,1,6000000,"NO",NA
3212,"M",900000,30,"MED","SEP",13,16,"ANTOFAGASTA",0,295572,0,0,60,19769,2,1,3700000,"NO",NA
3213,"M",1140000,42,"UNV","CAS",52,104,"SANTIAGO",0,205392,0,6898,0,0,0,1,5400000,"NO",NA
3214,"M",9120000,41,"UNV","CAS",32,93,"SANTIAGO",151102,112,0,434869,238,0,443,1,1200000,"NO",NA
3215,"M",500000,40,"TEC","CAS",88,67,"VINA DEL MAR",0,817971,0,0,76,0,0,1,900000,"NO",NA
3216,"F",43800,36,"MED","SOL",107,87,"SANTIAGO",0,861141,0,0,0,0,7596,0,7700000,"SI",NA
3217,"F",8200000,34,"TEC","SOL",36,67,"VINA DEL MAR",0,157065,0,939313,312,0,66,1,4500000,"NO",NA
3218,"F",962000,37,"TEC","CAS",60,292,"PUERTO VARAS",0,290817,0,0,15,0,0,1,3700000,"NO",NA
3219,"F",650000,48,"UNV","CAS",31,119,"SANTIAGO",0,299994,0,0,16,0,0,1,2300000,"NO",NA
3220,"F",9460000,35,"TEC","VIU",88,513,"CON-CON",0,0,0,0,0,4558,51,0,4500000,"NO",NA
3221,"F",68000,51,"MED","SOL",24,88,"SANTIAGO",0,271280,0,0,16,0,0,1,8000000,"SI",NA
3222,"M",544000,46,"MED","CAS",108,105,"SANTIAGO",0,615700,0,6676,11,6583,12,3,1600000,"NO",NA
3223,"F",91000,44,"TEC","SOL",130,98,"SANTIAGO",0,275165,0,0,0,0,0,0,2000000,"SI",NA
3224,"F",946000,47,"UNV","SOL",138,1,"ARICA",946690,611,0,244475,216,0,389,3,3800000,"NO",NA
3225,"F",7000000,32,"TEC","SOL",118,111,"SANTIAGO",0,2133,0,0,184,0,0,1,3500000,"NO",NA
3226,"M",800000,55,"TEC","SOL",71,105,"SANTIAGO",0,38336,0,870765,277,1448,222,2,3700000,"SI",NA
3227,"M",800000,53,"MED","SOL",55,93,"SANTIAGO",0,216054,0,0,0,0,0,0,3700000,"NO",NA
3228,"M",450000,28,"UNV","CAS",56,138,"RENGO",0,4819,0,0,0,0,69,0,1600000,"NO",NA
3229,"M",835000,55,"UNV","CAS",76,98,"SANTIAGO",402385,968496,0,156746,663,0,566,2,2100000,"NO",NA
3230,"M",753000,40,"MED","CAS",27,226,"CONCEPCION",0,552821,0,0,148,0,517,1,3100000,"NO",NA
3231,"F",618000,29,"UNV","CAS",107,87,"SANTIAGO",0,541110,0,20702,191,0,0,1,1300000,"NO",NA
3232,"M",500000,45,"UNV","CAS",31,119,"SANTIAGO",0,38106,0,529826,679,0,958,3,1100000,"NO",NA
3233,"F",700000,57,"MED","SOL",34,88,"SANTIAGO",0,328246,0,29679,39,0,4,1,2400000,"NO",NA
3234,"F",600000,51,"MED","VIU",31,119,"SANTIAGO",0,6285,0,0,268,0,0,1,2200000,"NO",NA
3235,"F",500000,26,"TEC","CAS",83,88,"SANTIAGO",0,0,0,24276,0,0,162,1,2000000,"NO",NA
3236,"M",828000,55,"UNV","SOL",32,89,"SANTIAGO",0,100138,0,68548,92,0,213,1,3800000,"NO",NA
3237,"M",1200000,52,"TEC","CAS",27,226,"CONCEPCION",646066,379524,0,294131,275,24102,876,2,4000000,"NO",NA
3238,"M",4810000,42,"UNV","CAS",55,90,"SANTIAGO",197136,108166,0,606627,422,0,12435,1,2700000,"SI",NA
3239,"F",94600,37,"TEC","SOL",52,128,"PENAFLOR",0,691276,0,0,607,10503,166,1,1800000,"SI",NA
3240,"F",465000,43,"MED","CAS",152,89,"SANTIAGO",0,0,0,0,33,0,0,2,1400000,"NO",NA
3241,"M",650000,51,"TEC","CAS",138,1,"ARICA",0,34649,0,3227,417,0,7,3,500000,"SI",NA
3242,"M",2100000,45,"MED","VIU",84,85,"SANTIAGO",0,154225,0,191353,1932,3567,506,2,8000000,"NO",NA
3243,"M",66800,44,"UNV","CAS",55,90,"SANTIAGO",0,96282,0,146209,902,0,186,3,1200000,"NO",NA
3244,"M",1015000,50,"UNV","SOL",90,93,"SANTIAGO",0,133919,0,8621,675,0,401,3,3900000,"NO",NA
3245,"F",6500000,34,"TEC","VIU",77,226,"CONCEPCION",0,1256755,0,293887,3131,0,105,1,3800000,"NO",NA
3246,"M",3200000,49,"UNV","CAS",123,90,"SANTIAGO",0,87132,0,1528249,947,6712,7256,2,8000000,"NO",NA
3247,"F",6500000,37,"TEC","VIU",79,148,"SAN FERNANDO",0,189559,0,0,161,0,0,1,1200000,"NO",NA
3248,"M",1600000,52,"UNV","CAS",27,226,"CONCEPCION",2131633,658672,0,0,365,3708,141,1,3900000,"NO",NA
3249,"F",790000,38,"MED","CAS",103,89,"SANTIAGO",0,2331,0,252861,751,0,570,3,1400000,"NO",NA
3250,"M",700000,27,"MED","CAS",13,80,"SANTIAGO",0,0,0,0,627,0,371,2,1300000,"NO",NA
3251,"F",1142000,55,"TEC","SOL",28,80,"SANTIAGO",0,158137,0,0,37,0,1763,1,5400000,"NO",NA
3252,"F",49200,41,"TEC","SOL",120,292,"PUERTO VARAS",0,1886254,0,261553,1025,0,121,1,1900000,"NO",NA
3253,"F",5500000,35,"TEC","SOL",13,16,"ANTOFAGASTA",0,118095,0,0,36,68285,0,3,6000000,"NO",NA
3254,"M",1290000,55,"TEC","CAS",27,226,"CONCEPCION",0,22165,0,248278,1334,7519,466,2,2100000,"NO",NA
3255,"M",1400000,53,"UNV","SOL",27,226,"CONCEPCION",0,113807,0,763130,0,11154,93,1,6200000,"NO",NA
3256,"M",571000,45,"MED","CAS",82,80,"SANTIAGO",0,15408,0,0,16,453,0,2,1800000,"NO",NA
3257,"F",700000,34,"UNV","CAS",77,227,"TALCAHUANO",0,0,0,0,685,13461,135,1,1800000,"NO",NA
3258,"F",76700,38,"MED","SOL",23,164,"CURICO",0,248200,0,11216,0,0,48,0,1800000,"SI",NA
3259,"F",48000,56,"MED","SOL",23,164,"CURICO",0,0,0,0,0,0,0,0,2400000,"SI",NA
3260,"M",55800,40,"MED","CAS",55,90,"SANTIAGO",0,231241,0,109184,88,19841,122,1,5200000,"NO",NA
3261,"M",7170000,43,"UNV","CAS",104,81,"SANTIAGO",0,118849,0,0,142,19122,0,1,5000000,"NO",NA
3262,"F",848000,32,"TEC","CAS",75,79,"STO DOMINGO",0,96136,0,0,0,0,0,0,4000000,"NO",NA
3263,"F",600000,45,"MED","CAS",73,88,"SANTIAGO",0,75520,0,215682,0,0,138,0,2300000,"NO",NA
3264,"M",1300000,52,"UNV","SOL",90,86,"SANTIAGO",0,0,0,0,1294,0,4402,2,3100000,"NO",NA
3265,"F",1340000,52,"TEC","CAS",100,85,"SANTIAGO",2321540,0,0,0,10,0,9184,2,3400000,"NO",NA
3266,"M",702000,53,"TEC","CAS",138,86,"SANTIAGO",0,247230,0,211410,185,0,84,1,2100000,"NO",NA
3267,"M",61200,53,"UNV","CAS",55,90,"SANTIAGO",262171,230934,927368,2164329,2762,16462,9395,2,6200000,"NO",NA
3268,"F",80000,58,"TEC","SOL",23,167,"MOLINA",0,56874,0,0,188,282,37,3,1400000,"SI",NA
3269,"M",1500000,52,"MED","SOL",27,226,"CONCEPCION",0,897368,0,0,5,1810,12980,1,6600000,"NO",NA
3270,"M",973000,33,"UNV","SOL",144,105,"SANTIAGO",0,1709540,0,0,0,572,0,0,2800000,"SI",NA
3271,"M",990000,38,"TEC","CAS",13,16,"ANTOFAGASTA",1053965,284617,0,0,4199,11881,1,3,750000,"NO",NA
3272,"M",650000,51,"UNV","CAS",31,119,"SANTIAGO",0,39501,0,38995,427,0,13,3,500000,"SI",NA
3273,"M",4997000,53,"TEC","SOL",85,88,"SANTIAGO",0,813492,425134,0,2036,791,1431,1,8000000,"NO",NA
3274,"M",50000,43,"UNV","CAS",59,80,"SANTIAGO",0,61227,0,415018,262,18600,449,1,4700000,"NO",NA
3275,"F",2200000,38,"UNV","SOL",84,85,"SANTIAGO",0,398564,0,0,0,38506,0,1,8000000,"NO",NA
3276,"F",920000,55,"MED","CAS",27,226,"CONCEPCION",0,225361,196000,0,0,0,443,1,4400000,"NO",NA
3277,"M",610000,51,"MED","SOL",80,89,"SANTIAGO",136396,11564,0,153359,796,0,4,1,1200000,"NO",NA
3278,"F",75000,63,"MED","SOL",155,88,"SANTIAGO",0,1058218,0,20423,0,0,546,0,6300000,"SI",NA
3279,"F",4550000,34,"TEC","SOL",90,16,"ANTOFAGASTA",0,10184,0,0,142,2884,7,1,8000000,"NO",NA
3280,"M",500000,50,"TEC","SOL",138,1,"ARICA",414174,2022,0,88491,150,0,581,1,1100000,"NO",NA
3281,"M",680000,52,"MED","CAS",39,87,"SANTIAGO",0,0,0,979304,0,0,114,1,2800000,"NO",NA
3282,"M",1389000,36,NA,"CAS",22,1,"ARICA",0,144904,0,253263,516,0,40,1,6400000,"SI",NA
3283,"F",505000,53,"MED","CAS",103,93,"SANTIAGO",0,93399,0,0,465,0,0,2,1400000,"SI",NA
3284,"M",2000000,34,"TEC","CAS",77,227,"TALCAHUANO",0,968058,0,108232,0,0,206,0,8000000,"NO",NA
3285,"M",1971000,42,"MED","CAS",52,226,"CONCEPCION",0,0,0,1132522,0,9635,17486,0,8000000,"NO",NA
3286,"M",5104000,49,"UNV","CAS",31,119,"SANTIAGO",0,0,0,541336,2099,0,108229,1,8000000,"NO",NA
3287,"M",869000,47,"UNV","SOL",128,88,"SANTIAGO",0,753040,0,0,0,55525,12994,1,3500000,"NO",NA
3288,"F",637000,28,"TEC","CAS",60,291,"PUERTO MONTT",0,139983,0,231634,210,0,22,2,2300000,"NO",NA
3289,"F",75000,38,"TEC","SOL",45,88,"SANTIAGO",0,589678,0,0,1,0,0,1,1500000,"SI",NA
3290,"F",550000,24,"TEC","SOL",90,85,"SANTIAGO",0,293968,0,20620,6,0,0,1,1600000,"NO",NA
3291,"F",8600000,39,"TEC","SOL",66,253,"TEMUCO",0,0,0,0,267,4299,2911,1,4800000,"NO",NA
3292,"F",1562000,60,"TEC","VIU",105,59,"QUILLOTA",0,169554,0,19924,864,0,32,1,8000000,"NO",NA
3293,"F",6800000,36,"MED","SOL",46,35,"OVALLE",0,562275,0,468387,683,23499,6244,1,4400000,"NO",NA
3294,"F",471000,46,"UNV","CAS",90,89,"SANTIAGO",0,634543,0,0,0,0,0,0,1000000,"NO",NA
3295,"M",745000,38,"UNV","CAS",67,193,"CHILLAN",0,285525,0,1270,1,682,61,1,3500000,"NO",NA
3296,"M",605000,38,"MED","SOL",66,279,"PANGUIPULLI",0,29784,0,133769,0,0,11,0,2200000,"NO",NA
3297,"M",750000,49,"UNV","SOL",30,91,"SANTIAGO",138923,40707,0,43410,758,418,180,1,2300000,"NO",NA
3298,"F",1300000,36,"TEC","CAS",48,85,"SANTIAGO",0,402268,0,0,0,19811,0,0,5800000,"NO",NA
3299,"M",6010000,43,"UNV","CAS",25,85,"SANTIAGO",0,37126,0,304617,112,0,328,1,2000000,"NO",NA
3300,"M",500000,51,"UNV","SOL",138,1,"ARICA",0,48012,0,18289,642,0,4509,2,900000,"NO",NA
3301,"F",600000,42,"MED","CAS",85,88,"SANTIAGO",0,4685,0,258655,130,0,437,1,2300000,"NO",NA
3302,"M",700000,26,"UNV","CAS",15,67,"VINA DEL MAR",451893,870577,0,0,622,0,0,1,1200000,"NO",NA
3303,"F",87100,52,"TEC","SOL",56,138,"RENGO",0,0,0,173916,0,0,384,0,1800000,"SI",NA
3304,"M",507000,32,"TEC","SOL",52,109,"SANTIAGO",0,51549,99392,340377,105,0,243,1,1800000,"NO",NA
3305,"F",720000,60,"MED","CAS",63,300,"CASTRO",279887,207395,0,0,153,0,3087,3,1200000,"NO",NA
3306,"M",1150000,40,"TEC","CAS",138,1,"ARICA",0,344562,0,37526,7,0,893,1,4600000,"NO",NA
3307,"M",2170000,43,"TEC","CAS",92,117,"SANTIAGO",0,0,0,0,16,0,1610,3,8000000,"NO",NA
3308,"M",828000,49,"UNV","CAS",32,89,"SANTIAGO",0,177725,0,70109,125,0,264,1,3800000,"NO",NA
3309,"F",72200,54,"MED","SOL",11,67,"VINA DEL MAR",0,2060,0,695709,996,0,1478,1,4000000,"SI",NA
3310,"M",2098000,49,"MED","CAS",52,104,"SANTIAGO",0,292049,0,501536,1772,9510,2891,2,6400000,"NO",NA
3311,"M",621000,28,"TEC","CAS",27,226,"CONCEPCION",0,109512,0,0,313,1243,265,3,500000,"NO",NA
3312,"M",798000,42,"UNV","CAS",138,1,"ARICA",0,185725,0,0,279,0,298,2,3700000,"NO",NA
3313,"M",45000,40,"UNV","CAS",55,90,"SANTIAGO",0,37550,0,967863,15,0,708,1,2600000,"NO",NA
3314,"M",508000,42,"MED","CAS",13,16,"ANTOFAGASTA",0,0,0,0,658,15857,0,1,800000,"NO",NA
3315,"F",573000,51,"MED","CAS",93,89,"SANTIAGO",0,325624,0,309871,0,0,0,0,1900000,"NO",NA
3316,"F",500000,25,"TEC","CAS",27,226,"CONCEPCION",0,31696,0,82647,145,0,0,1,1700000,"NO",NA
3317,"F",6260000,40,"MED","SOL",53,80,"SANTIAGO",0,815527,0,0,765,6916,0,1,3600000,"NO",NA
3318,"F",9000000,34,"TEC","SOL",97,326,"PUNTA ARENAS",0,163568,0,0,0,0,0,0,1600000,"NO",NA
3319,"F",550000,42,"MED","CAS",138,1,"ARICA",0,49621,0,52225,0,1494,237,1,1600000,"NO",NA
3320,"M",73000,40,"MED","CAS",55,90,"SANTIAGO",302410,1797,0,1589,1168,0,129,2,500000,"NO",NA
3321,"M",883000,45,"MED","CAS",122,80,"SANTIAGO",0,581125,0,0,107,15819,3,1,3000000,"NO",NA
3322,"F",1575000,28,"TEC","CAS",30,99,"SANTIAGO",0,162063,0,3004,2000,0,65,1,7000000,"NO",NA
3323,"F",1620000,50,"MED","CAS",138,88,"SANTIAGO",0,1245745,0,0,0,30780,0,0,8000000,"SI",NA
3324,"F",500000,49,"MED","VIU",77,227,"TALCAHUANO",0,573111,0,0,389,0,494,1,1100000,"NO",NA
3325,"M",1086000,35,"TEC","CAS",118,83,"SANTIAGO",0,244633,0,0,58,0,0,2,500000,"NO",NA
3326,"F",5010000,34,"TEC","SOL",80,88,"SANTIAGO",0,275902,0,0,200,0,3,1,4200000,"NO",NA
3327,"M",789000,47,"UNV","CAS",138,1,"ARICA",452601,157024,0,423200,1970,0,27,2,1300000,"SI",NA
3328,"M",1000000,41,"MED","CAS",94,301,"ANCUD",0,439177,0,0,182,0,0,1,2900000,"NO",NA
3329,"M",80000,42,"UNV","CAS",55,90,"SANTIAGO",0,72814,0,0,888,15412,652,2,1300000,"NO",NA
3330,"M",440000,33,"TEC","CAS",85,91,"SANTIAGO",175455,211027,0,0,843,0,303,2,900000,"NO",NA
3331,"M",582000,55,"UNV","SOL",27,226,"CONCEPCION",1276727,228542,0,0,907,3979,2376,1,650000,"NO",NA
3332,"M",582000,49,"UNV","CAS",138,1,"ARICA",540596,105765,0,0,280,17315,2814,1,650000,"NO",NA
3333,"M",797000,29,"UNV","SOL",14,22,"COPIAPO",0,159154,0,128765,2,0,34,1,3800000,"NO",NA
3334,"M",6800000,30,"UNV","CAS",55,90,"SANTIAGO",0,103396,0,114730,6,2426,157,1,3700000,"SI",NA
3335,"M",500000,32,"TEC","CAS",90,89,"SANTIAGO",710753,0,0,0,1123,8436,196,1,500000,"NO",NA
3336,"M",850000,28,"UNV","SOL",96,115,"SANTIAGO",0,365337,0,0,97,0,0,1,3100000,"NO",NA
3337,"F",7830000,31,"TEC","CAS",14,22,"COPIAPO",120244,158575,0,0,89,0,0,1,3900000,"NO",NA
3338,"M",50000,42,"UNV","CAS",55,90,"SANTIAGO",0,921823,0,0,12,0,4896,1,3000000,"NO",NA
3339,"F",493000,64,"EUN","SOL",18,118,"SANTIAGO",0,460325,0,88839,737,0,0,1,750000,"NO",NA
3340,"F",510000,48,"MED","CAS",149,105,"SANTIAGO",0,329691,0,0,3,0,0,1,1700000,"NO",NA
3341,"F",1030000,41,"UNV","CAS",31,119,"SANTIAGO",738553,439195,0,0,1544,0,2620,3,1900000,"NO",NA
3342,"M",527000,47,"UNV","SOL",16,80,"SANTIAGO",0,9426,0,177938,361,0,20,2,1700000,"NO",NA
3343,"M",671000,42,"MED","CAS",90,98,"SANTIAGO",0,0,0,0,0,16346,0,0,2700000,"NO",NA
3344,"M",1133000,37,"UNV","CAS",90,89,"SANTIAGO",0,159609,0,9228,0,4878,0,0,4700000,"NO",NA
3345,"M",70900,55,"UNV","CAS",55,90,"SANTIAGO",0,191364,0,507791,22,2797,119,1,8000000,"SI",NA
3346,"M",7300000,30,"UNV","CAS",55,90,"SANTIAGO",0,791477,0,874041,126,0,1,2,8000000,"NO",NA
3347,"M",1792000,52,"UNV","SOL",27,226,"CONCEPCION",0,432719,0,151638,0,0,2,1,8000000,"NO",NA
3348,"M",500000,40,"UNV","CAS",88,67,"VINA DEL MAR",0,400305,0,0,93,0,0,1,900000,"NO",NA
3349,"M",60200,45,"UNV","VIU",55,90,"SANTIAGO",0,1270543,68477,187546,1463,0,14966,3,1900000,"SI",NA
3350,"F",45000,46,"MED","SOL",56,131,"RANCAGUA",0,1129900,0,0,0,0,25183,0,8000000,"SI",NA
3351,"F",1067000,55,"MED","CAS",55,91,"SANTIAGO",0,263341,0,45181,795,465,1811,1,1600000,"NO",NA
3352,"F",7500000,36,"MED","SOL",51,98,"SANTIAGO",0,338,0,69791,1234,14762,490,1,1200000,"NO",NA
3353,"M",1506000,41,NA,"CAS",102,105,"SANTIAGO",0,12898,0,348669,384,2297,260,1,7200000,"SI",NA
3354,"F",445000,37,"MED","CAS",48,85,"SANTIAGO",0,0,0,0,59,0,0,1,1600000,"NO",NA
3355,"F",500000,37,"TEC","SOL",139,90,"SANTIAGO",0,109418,0,0,69,0,0,1,1900000,"NO",NA
3356,"M",988000,52,"UNV","VIU",31,119,"SANTIAGO",1486486,197814,0,16415,0,0,4697,1,2700000,"NO",NA
3357,"F",695000,36,"UNV","CAS",85,115,"SANTIAGO",0,6276,0,201688,235,0,109,1,2600000,"NO",NA
3358,"M",2221000,46,"MED","CAS",70,265,"LONCOCHE",0,1174829,0,140643,0,0,3172,0,8000000,"NO",NA
3359,"F",900000,21,"UNV","SOL",38,85,"SANTIAGO",391621,0,0,0,283,0,0,1,2700000,"NO",NA
3360,"M",2400000,40,"MED","SEP",79,148,"SAN FERNANDO",1302649,255586,0,622087,566,11521,2273,1,8000000,"NO",NA
3361,"F",62300,60,"TEC","VIU",90,80,"SANTIAGO",0,375596,0,0,1323,384,1040,1,1200000,"SI",NA
3362,"M",1000000,48,"MED","CAS",60,291,"PUERTO MONTT",0,9467,0,0,7,30830,26665,1,4400000,"NO",NA
3363,"F",448000,55,"MED","CAS",27,226,"CONCEPCION",0,19910,0,55580,103,0,139,1,1600000,"NO",NA
3364,"F",700000,56,"TEC","CAS",90,85,"SANTIAGO",19767,59233,1458349,0,1864,0,0,3,800000,"NO",NA
3365,"M",484000,54,"UNV","CAS",84,90,"SANTIAGO",0,364820,0,5705,0,0,35,1,1500000,"SI",NA
3366,"M",6500000,43,"UNV","CAS",102,88,"SANTIAGO",0,458987,0,113704,122,0,67,1,8000000,"NO",NA
3367,"M",940000,38,"TEC","SEP",29,93,"SANTIAGO",0,239346,0,0,0,574,0,0,2900000,"NO",NA
3368,"F",700000,34,"TEC","SOL",77,227,"TALCAHUANO",0,0,0,0,399,23359,1421,1,1800000,"NO",NA
3369,"F",1000000,44,"TEC","CAS",90,118,"SANTIAGO",0,0,0,0,308,0,13428,2,4700000,"NO",NA
3370,"M",508000,32,"TEC","CAS",15,66,"VALPARAISO",0,226932,0,0,2,6035,2,1,1700000,"NO",NA
3371,"M",513000,45,"UNV","CAS",73,89,"SANTIAGO",308863,269122,0,540456,395,0,694,1,1200000,"NO",NA
3372,"M",501000,48,"UNV","CAS",90,84,"SANTIAGO",0,371105,0,95167,103,0,93,1,1600000,"NO",NA
3373,"F",5000000,37,"TEC","VIU",83,103,"SANTIAGO",0,321076,0,25796,279,0,0,1,3800000,"NO",NA
3374,"M",65000,40,"UNV","CAS",142,93,"SANTIAGO",0,4961,840967,1910089,689,0,3807,2,3100000,"SI",NA
3375,"F",960000,30,"TEC","CAS",90,97,"SANTIAGO",1149366,2591,0,40375,2136,0,138,1,2300000,"NO",NA
3376,"F",6100000,34,"TEC","SOL",68,80,"SANTIAGO",0,0,0,0,173,0,0,1,1600000,"NO",NA
3377,"M",1100000,30,"TEC","CAS",90,92,"SANTIAGO",0,107804,0,624062,666,0,229,2,4000000,"NO",NA
3378,"F",54700,50,"MED","SOL",82,91,"SANTIAGO",0,12058,0,227496,3,0,67,1,4900000,"SI",NA
3379,"F",5490000,36,"MED","VIU",121,227,"TALCAHUANO",0,291110,0,0,427,0,1,1,8000000,"NO",NA
3380,"F",440000,39,"UNV","CAS",60,291,"PUERTO MONTT",0,445624,0,40553,429,0,0,2,1200000,"NO",NA
3381,"M",8230000,43,"UNV","CAS",55,90,"SANTIAGO",0,256524,0,1602,55,0,2,1,3300000,"NO",NA
3382,"M",625000,51,"UNV","CAS",16,93,"SANTIAGO",0,380,0,0,0,0,1,1,1800000,"NO",NA
3383,"M",1300000,55,"TEC","SEP",27,226,"CONCEPCION",0,55740,0,131173,2,0,134,1,6200000,"NO",NA
3384,"F",1680000,40,"UNV","CAS",64,272,"VALDIVIA",0,0,0,0,0,10310,0,0,8000000,"NO",NA
3385,"M",803000,49,"UNV","CAS",90,93,"SANTIAGO",0,128315,0,0,73,3581,0,1,3600000,"NO",NA
3386,"F",86500,61,"MED","SOL",39,92,"SANTIAGO",0,440064,0,0,834,0,0,1,4800000,"SI",NA
3387,"F",52300,42,"TEC","SOL",57,112,"SANTIAGO",0,185787,0,43234,0,4589,7,0,8000000,"SI",NA
3388,"M",1200000,59,"TEC","CAS",121,226,"CONCEPCION",0,0,6050039,0,8,0,19334,1,6000000,"NO",NA
3389,"F",7000000,32,"TEC","SOL",90,89,"SANTIAGO",0,111037,0,0,1,26827,0,1,8000000,"NO",NA
3390,"M",623000,26,"TEC","SOL",42,31,"COQUIMBO",0,453140,0,0,602,0,0,1,1800000,"NO",NA
3391,"M",2077000,53,"UNV","CAS",31,119,"SANTIAGO",1161905,5435,0,275880,3915,0,0,1,7500000,"NO",NA
3392,"F",5580000,40,"MED","SOL",65,516,"LLO-LLEO",0,279189,0,0,0,4865,0,0,4300000,"NO",NA
3393,"M",1380000,48,"UNV","SOL",90,93,"SANTIAGO",0,444248,0,289226,172,5169,103,2,6400000,"NO",NA
3394,"M",1070000,32,"TEC","SOL",27,226,"CONCEPCION",0,62875,0,0,920,0,20,3,2600000,"NO",NA
3395,"F",460000,40,"MED","CAS",24,88,"SANTIAGO",0,0,0,0,5,0,0,1,750000,"NO",NA
3396,"F",500000,45,"MED","CAS",138,1,"ARICA",0,203955,0,0,5,0,293,2,1400000,"NO",NA
3397,"F",6390000,30,"TEC","SOL",106,284,"OSORNO",0,521925,0,0,0,12465,0,0,1800000,"NO",NA
3398,"F",448000,64,"TEC","CAS",21,16,"ANTOFAGASTA",0,206224,0,0,98,0,0,1,600000,"NO",NA
3399,"F",49500,52,"TEC","SOL",23,166,"ROMERAL",0,9399,0,571944,0,0,4008,0,3000000,"SI",NA
3400,"M",650000,27,"UNV","SOL",47,66,"VALPARAISO",0,154567,0,0,0,0,78,0,2100000,"NO",NA
3401,"F",50000,43,"TEC","SOL",24,116,"SANTIAGO",0,0,0,176374,0,0,217,0,2600000,"SI",NA
3402,"M",9600000,38,"UNV","CAS",65,118,"SANTIAGO",250101,104667,0,0,826,0,0,2,1500000,"NO",NA
3403,"M",669000,41,"MED","CAS",23,173,"TALCA",0,250360,0,0,208,0,2685,1,2400000,"NO",NA
3404,"M",820000,36,"MED","CAS",54,88,"SANTIAGO",0,372170,0,0,0,0,26738,0,3600000,"NO",NA
3405,"M",440000,55,"TEC","SOL",84,85,"SANTIAGO",0,179,0,21552,46,0,0,1,1600000,"NO",NA
3406,"M",445000,32,"UNV","CAS",29,92,"SANTIAGO",0,459546,0,0,0,0,175,0,1300000,"NO",NA
3407,"F",790000,38,"TEC","CAS",103,89,"SANTIAGO",0,42789,0,354609,1615,0,122,3,1400000,"NO",NA
3408,"M",635000,54,"UNV","SOL",127,105,"SANTIAGO",0,63267,0,22394,1625,0,30,3,900000,"NO",NA
